,age,assists,birthCity,birthCountry,birthDate,clubId,firstName,foot,goals,heightCm,id,image,lastName,nationality,nickname,ownGoals,penaltyGoals,position,teamId,type,weightKg,iso3
184,30,0,San José,Costa Rica,1983-09-12T00:00:00.000Z,5E570C31-5DD7-4164-A7E1-EA29DC44E68C,Júnior Enrique,Left,0,185.0,A86938C9-0347-4DE4-93BF-77F48F022F4B,http://cache.images.globalsportsmedia.com/soccer/players/150x150/31564.png,Díaz Campbell,Costa Rica,J. Díaz,0,0,Defender,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,76.0,CRI
185,35,0,El Chota,Ecuador,1979-03-16T00:00:00.000Z,9D9D5E59-17AC-448E-B109-68364D8F63DF,Édison Vicente,Right,0,175.0,34A79646-E456-4CFD-AA81-C344D9EB544C,http://cache.images.globalsportsmedia.com/soccer/players/150x150/281.png,Méndez Méndez,Ecuador,É. Méndez,0,0,Midfielder,8BABAAE8-D906-44F7-B784-A828573B35D9,Player,68.0,ECU
186,32,0,La Ceiba,Honduras,1982-05-13T00:00:00.000Z,29B02701-F820-48B6-B9A8-5BF076F72DC0,Jerry Nelson,,0,183.0,B981268C-026F-4740-BEC8-AE458B634F9A,http://cache.images.globalsportsmedia.com/soccer/players/150x150/65163.png,Palacios Suazo,Honduras,J. Palacios,0,0,Attacker,17E2DCED-76BB-435D-9E96-68D5B3D490FA,Player,81.0,HND
187,31,0,Brisbane,Australia,1983-01-11T00:00:00.000Z,0699ED33-3B39-46F6-A336-8372F696A459,Matt,Left,0,171.0,8DDD5FC3-65EA-433A-A9AC-07ECD216F2F1,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17603.png,McKay,Australia,M. McKay,0,0,Midfielder,16EF7687-2D69-473C-BFE7-B781D67752DC,Player,65.0,AUS
188,30,0,San José,Costa Rica,1983-10-04T00:00:00.000Z,05514AB5-7BDD-4BDF-8C8B-D394650B175D,Michael,Left,0,177.0,8FE7C99B-DBD5-4DA4-880C-7A3DDC22D821,http://cache.images.globalsportsmedia.com/soccer/players/150x150/10036.png,Barrantes Rojas,Costa Rica,M. Barrantes,0,0,Midfielder,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,71.0,CRI
189,24,0,Adelaide,Australia,1989-08-15T00:00:00.000Z,F9777A81-3602-4E07-AA64-0695D691242B,Ryan,,0,188.0,DD5A6385-4207-49D1-B53C-E234A85FD010,http://cache.images.globalsportsmedia.com/soccer/players/150x150/13038.png,McGowan,Australia,R. McGowan,0,0,Defender,16EF7687-2D69-473C-BFE7-B781D67752DC,Player,75.0,AUS
190,23,0,San Jose,Costa Rica,1991-03-25T00:00:00.000Z,46C1B862-57E6-4211-84B6-3BF687622968,Diego Gerardo,Right,0,178.0,CF480F96-5063-495E-90C5-EE4662740ADF,http://cache.images.globalsportsmedia.com/soccer/players/150x150/137529.png,Calvo Fonseca,Costa Rica,D. Calvo,0,0,Attacker,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,78.0,CRI
191,26,0,Limon,Costa Rica,1988-06-01T00:00:00.000Z,9DE939B6-4914-48A0-8454-ED6740AF7846,Dave Andrew,Right,0,186.0,7E13E726-6C67-4349-A18A-1536170A6CD7,http://cache.images.globalsportsmedia.com/soccer/players/150x150/42726.png,Myrie Medrano,Costa Rica,D. Myrie,0,0,Defender,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,78.0,CRI
192,21,0,Melbourne,Australia,1992-07-28T00:00:00.000Z,22B947B8-11B6-412F-876B-1DEA859FFE1B,Bailey,Right,0,175.0,27F963D1-BF03-438A-85E2-C15E7E1DCF0A,http://cache.images.globalsportsmedia.com/soccer/players/150x150/140737.png,Wright,Australia,B. Wright,0,0,Defender,16EF7687-2D69-473C-BFE7-B781D67752DC,Player,85.0,AUS
193,30,0,Onitsha,Nigeria,1984-04-08T00:00:00.000Z,3DDDD15C-45F1-44AF-B3FB-857B492CC327,Augustine Amamchukwu,Right,0,190.0,E88CF33C-89C2-4386-9E32-2035BDD143F0,http://cache.images.globalsportsmedia.com/soccer/players/150x150/21566.png,Ejide,Nigeria,A. Ejide,0,0,Goalkeeper,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,90.0,NGA
194,23,0,Melbourne,Australia,1991-02-04T00:00:00.000Z,8202C1B4-F7EE-43C5-A2AD-1115BB8677EA,Mathew,Right,0,181.0,FD2669EA-7C7A-4E77-A315-D08CD3F28BE5,http://cache.images.globalsportsmedia.com/soccer/players/150x150/96310.png,Leckie,Australia,M. Leckie,0,0,Midfielder,16EF7687-2D69-473C-BFE7-B781D67752DC,Player,84.0,AUS
195,29,0,San Jose,Costa Rica,1984-11-24T00:00:00.000Z,36A991EA-0A1E-4273-B90E-2F227C85DDA1,Roy,Left,0,188.0,488D1C80-AA54-4702-BF44-024FC321BC8F,http://cache.images.globalsportsmedia.com/soccer/players/150x150/29769.png,Miller Hernández,Costa Rica,R. Miller,0,0,Defender,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,75.0,CRI
196,21,0,Perth,Australia,1993-06-02T00:00:00.000Z,4382B48F-671E-46C5-AB7E-DCC799BB55CD,Adam,,0,183.0,DB6B92D6-69CB-41FD-8816-261518A5F31D,http://cache.images.globalsportsmedia.com/soccer/players/150x150/170291.png,Taggart,Australia,A. Taggart,0,0,Attacker,16EF7687-2D69-473C-BFE7-B781D67752DC,Player,69.0,AUS
197,27,0,Pérez Zeledón,Costa Rica,1986-12-15T00:00:00.000Z,6CAA85BE-2D2C-4182-92F7-D44F5016E40C,Keilor,,0,186.0,9853E75C-2384-488D-92D8-425C5720CDD9,http://cache.images.globalsportsmedia.com/soccer/players/150x150/42661.png,Navas Gamboa,Costa Rica,K. Navas,0,0,Goalkeeper,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,78.0,CRI
198,23,0,Akure,Nigeria,1990-09-16T00:00:00.000Z,9423983A-FCD0-4534-AF01-B59ADD8FFDF8,Godfrey,Both,0,186.0,0013F613-52D5-48CF-9ABD-D39CBAB54BA9,http://cache.images.globalsportsmedia.com/soccer/players/150x150/240012.png,Oboabona Itama,Nigeria,G. Oboabona,0,0,Defender,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,82.0,NGA
199,29,0,Sydney,Australia,1984-08-03T00:00:00.000Z,5B042434-D6EA-468F-832F-56906C9A8FF2,Mile,Both,0,189.0,E67887EE-48EF-49D4-8B71-2D51C92A1ACD,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17515.png,Jedinak,Australia,M. Jedinak,0,0,Midfielder,16EF7687-2D69-473C-BFE7-B781D67752DC,Player,87.0,AUS
200,26,0,Olanchito,Honduras,1987-10-10T00:00:00.000Z,C9275617-9CD3-4C6E-91CD-E15AF503BCE9,Rony Darío,,0,,8C1E7319-79C3-4585-83E6-80FAC75142E5,http://cache.images.globalsportsmedia.com/soccer/players/150x150/283097.png,Martínez Alméndarez,Honduras,R. Martínez,0,0,Attacker,17E2DCED-76BB-435D-9E96-68D5B3D490FA,Player,,HND
201,24,0,San José,Costa Rica,1990-03-05T00:00:00.000Z,92A566A0-7BC1-44A6-8CAB-E2C21B893D08,Marcos Danilo,,1,179.0,D6658FB8-6BC4-4AFC-A1DB-56B335CE34B0,http://cache.images.globalsportsmedia.com/soccer/players/150x150/42738.png,Ureña Porras,Costa Rica,M. Ureña,0,0,Attacker,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,,CRI
202,31,0,Santa Ana,Costa Rica,1982-07-16T00:00:00.000Z,F0563F32-AD88-4773-99C1-A2218E5ECC5B,Michael,,0,183.0,4A5B5DBC-4AD5-4613-ADF6-98263F0B072B,http://cache.images.globalsportsmedia.com/soccer/players/150x150/225.png,Umaña Corrales,Costa Rica,M. Umaña,0,0,Defender,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,73.0,CRI
203,21,1,San José,Costa Rica,1992-06-26T00:00:00.000Z,2CEE6638-B9D2-45FA-9209-193AF210BDBE,Joel Nathaniel,,1,178.0,CA90C103-60F5-4886-B596-0F84DCD68881,http://cache.images.globalsportsmedia.com/soccer/players/150x150/102896.png,Campbell Samuels,Costa Rica,J. Campbell,0,0,Attacker,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,70.0,CRI
204,23,0,Kaduna,Nigeria,1990-12-12T00:00:00.000Z,D52B59C5-E543-4847-9597-B3A16621A27B,Victor,Both,0,177.0,62C75009-4D59-4F26-B988-EA22824A472D,http://cache.images.globalsportsmedia.com/soccer/players/150x150/25395.png,Moses,Nigeria,V. Moses,0,0,Midfielder,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,75.0,NGA
205,27,0,Midfielder,Costa Rica,1987-02-14T00:00:00.000Z,9DE939B6-4914-48A0-8454-ED6740AF7846,José Miguel,,0,,98ED3435-3DA1-4EB6-A612-B66899D6BB04,http://cache.images.globalsportsmedia.com/soccer/players/150x150/85309.png,Cubero Loria,Costa Rica,J. Cubero,0,0,,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,,CRI
206,28,0,Midfielder,Costa Rica,1985-10-25T00:00:00.000Z,9DE939B6-4914-48A0-8454-ED6740AF7846,Óscar Esteban,,0,,B42C0217-8488-4DB5-B7AF-5A5D55FFEC0F,http://cache.images.globalsportsmedia.com/soccer/players/150x150/43004.png,Granados Maroto,Costa Rica,Ó. Granados,0,0,183 cm,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,,CRI
207,23,0,Ilorin,Nigeria,1990-09-14T00:00:00.000Z,4CC5BADD-2AE9-429F-8993-9154E37102EE,Juwon,Left,0,176.0,944325D8-B633-4682-BF3E-E2EBA36D5C50,http://cache.images.globalsportsmedia.com/soccer/players/150x150/242544.png,Oshaniwa,Nigeria,J. Oshaniwa,0,0,Defender,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,69.0,NGA
208,30,1,Hatillo de San José,Costa Rica,1984-05-17T00:00:00.000Z,1004BC4F-6A6E-428A-9531-06CC40D3D958,Cristian,,0,178.0,1FA67B83-27EE-4010-A337-AE1CB1993CC4,http://cache.images.globalsportsmedia.com/soccer/players/150x150/75224.png,Bolaños Navarro,Costa Rica,C. Bolaños,0,0,Midfielder,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,67.0,CRI
209,30,0,Attacker,Costa Rica,1983-08-13T00:00:00.000Z,19B2F628-26C8-4E9F-A0D8-508C9B9D02BB,Randall,,0,,E0DFE034-649D-41A3-A946-85C84D1DCA28,http://cache.images.globalsportsmedia.com/soccer/players/150x150/28230.png,Brenes Moya,Costa Rica,R. Brenes,0,0,,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,,CRI
210,21,0,Latina,Italy,1992-11-10T00:00:00.000Z,0B956C2B-ECE4-48DA-AD67-FE50DB6EB2DF,Mattia,Right,0,188.0,47AA1C18-643A-49F9-984E-FDDDC2C4EE01,http://cache.images.globalsportsmedia.com/soccer/players/150x150/103157.png,Perin,Italy,M. Perin,0,0,Goalkeeper,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,74.0,ITA
211,29,0,Gombe,Nigeria,1984-11-28T00:00:00.000Z,,Chigozie,,0,187.0,E09BCD08-51B3-4F98-98F3-36CEB9F76DE9,http://cache.images.globalsportsmedia.com/soccer/players/150x150/242540.png,Agbim,Nigeria,C. Agbim,0,0,Goalkeeper,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,,NGA
212,32,0,Tashkent,Uzbekistan,1981-07-15T00:00:00.000Z,F36B147B-3374-4432-AA82-5C2799B02399,Osazemwinde Peter,Both,0,182.0,D95A0245-2506-4383-A3CE-736A427EBD17,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2074.png,Odemwingie,Nigeria,P. Odemwingie,0,0,Attacker,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,75.0,UZB
213,33,0,Fiesole,Italy,1981-05-08T00:00:00.000Z,1DF1F7DF-0CC7-44E8-99E5-9ED963D97DA6,Andrea,Right,0,186.0,EE59D209-8C75-49A1-9526-C6CF223C3648,http://cache.images.globalsportsmedia.com/soccer/players/150x150/56.png,Barzagli,Italy,A. Barzagli,0,0,Defender,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,79.0,ITA
214,29,0,Pisa,Italy,1984-08-14T00:00:00.000Z,1DF1F7DF-0CC7-44E8-99E5-9ED963D97DA6,Giorgio,Both,0,186.0,35BACA26-8B2B-44EE-9571-F90CAF86E7B9,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17684.png,Chiellini,Italy,G. Chiellini,0,0,Defender,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,76.0,ITA
215,24,0,Lafia,Nigeria,1989-07-16T00:00:00.000Z,,Azubuike,Left,0,179.0,CFF97A51-D1F9-41F4-8BD7-6C54209F3D54,http://cache.images.globalsportsmedia.com/soccer/players/150x150/242543.png,Egwuekwe,Nigeria,A. Egwuekwe,0,0,Defender,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,76.0,NGA
216,31,0,Kaduna,Nigeria,1982-08-29T00:00:00.000Z,FE26EFE8-2B31-4575-B665-3F7ABD0A6A2F,Vincent,Right,0,189.0,EEBA2DDD-F338-4E54-8076-6F9F268757E5,http://cache.images.globalsportsmedia.com/soccer/players/150x150/20364.png,Enyeama,Nigeria,V. Enyeama,0,0,Goalkeeper,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,79.0,NGA
217,27,0,Sant'Agata de' Goti,Italy,1986-11-12T00:00:00.000Z,CFA70ED6-BBF5-450B-B13A-8D6B176B6E25,Ignazio,Right,0,180.0,95573F0F-60BB-4E6E-9EAE-A225329498E9,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17950.png,Abate,Italy,I. Abate,0,0,Defender,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,73.0,ITA
218,22,0,Midfielder,Costa Rica,1992-03-17T00:00:00.000Z,F0563F32-AD88-4773-99C1-A2218E5ECC5B,Yeltsin Ignacio,,0,,2DDE5985-5542-4CFC-AC01-EE844D1A4BA6,http://cache.images.globalsportsmedia.com/soccer/players/150x150/102904.png,Tejeda Valverde,Costa Rica,Y. Tejeda,0,0,175 cm,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,,CRI
219,21,1,Pescara,Italy,1992-11-05T00:00:00.000Z,1E452709-FBD3-46BB-AC5A-1EC4F054715D,Marco,Right,0,165.0,669A65CD-6790-4069-B519-BA589153B065,http://cache.images.globalsportsmedia.com/soccer/players/150x150/93388.png,Verratti,Italy,M. Verratti,0,0,Midfielder,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,60.0,ITA
220,24,0,Legnano,Italy,1989-12-02T00:00:00.000Z,C130E460-7B71-448D-8B97-E172A719C40B,Matteo,Left,0,182.0,C5FFC254-A6AA-4F77-9F75-24FC921F8850,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17720.png,Darmian,Italy,M. Darmian,0,0,Defender,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,70.0,ITA
221,27,1,Roma,Italy,1987-02-28T00:00:00.000Z,D0938835-2440-4697-9FC4-EAD147F32C67,Antonio,Right,0,181.0,A9D72310-9BB7-4EA6-A57A-5E66A5869363,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17976.png,Candreva,Italy,A. Candreva,0,0,Midfielder,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,72.0,ITA
222,28,0,Longchamps,Argentina,1986-02-15T00:00:00.000Z,CBE9EEA3-C610-48BC-9A47-585E01527456,Gabriel Alejandro,Right,0,190.0,4EFCF652-7393-4225-B379-3646E3D6AFDD,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2971.png,Paletta,Italy,G. Paletta,0,0,Defender,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,88.0,ARG
223,24,0,Defender,Nigeria,1990-03-05T00:00:00.000Z,,Ebenezer Odunlami,,0,,935E8375-9841-486C-8552-116D1B3EDF28,http://cache.images.globalsportsmedia.com/soccer/players/150x150/298005.png,Kunle,Nigeria,O. Kunle,0,0,,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,,NGA
224,27,0,Viterbo,Italy,1987-05-01T00:00:00.000Z,1DF1F7DF-0CC7-44E8-99E5-9ED963D97DA6,Leonardo,Right,0,190.0,D81FE4E8-A825-4821-A54F-14C9BE0C79A7,http://cache.images.globalsportsmedia.com/soccer/players/150x150/3979.png,Bonucci,Italy,L. Bonucci,0,0,Defender,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,82.0,ITA
225,32,0,Zaria,Nigeria,1981-10-12T00:00:00.000Z,60F8CE90-9649-46E8-8EB1-67FCB8EF5B89,Shola,Both,0,188.0,2E2BC4C4-F5EC-4AB6-8F0E-83C53C30A40E,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2905.png,Ameobi,Nigeria,Shola Ameobi,0,0,Attacker,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,76.0,NGA
226,23,0,Napoli,Italy,1991-06-04T00:00:00.000Z,DCB173E1-03FA-410D-BE03-A634DC61063A,Lorenzo,Right,0,163.0,D9642232-2C44-4941-A513-C921B8D1B2A2,http://cache.images.globalsportsmedia.com/soccer/players/150x150/113160.png,Insigne,Italy,L. Insigne,0,0,Attacker,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,59.0,ITA
227,33,0,Shebekino,Russia,1980-09-19T00:00:00.000Z,226F2CFA-5DBB-467F-B025-E34D183C5AC1,Sergei,Right,0,194.0,223C03C6-27A7-49F5-90A4-88A8F00C3B0D,http://cache.images.globalsportsmedia.com/soccer/players/150x150/6454.png,Ryzhikov,Russia,S. Ryzhikov,0,0,Goalkeeper,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,83.0,RUS
228,28,0,Puerto Cortés,Honduras,1986-01-08T00:00:00.000Z,17FCD183-04C6-4021-8096-11F727366E0F,Jorge Aarón,,0,,795E215B-B9A7-47B4-956D-FF2DFD4B8E7D,http://cache.images.globalsportsmedia.com/soccer/players/150x150/10247.png,Claros Juárez,Honduras,J. Claros,0,0,Midfielder,17E2DCED-76BB-435D-9E96-68D5B3D490FA,Player,,HND
229,21,0,Abuja,Nigeria,1992-12-12T00:00:00.000Z,D2C1C185-52F4-4A2B-B80D-4CB66F233177,Ramon Olamilekan,,0,169.0,245AB3EC-85DC-4243-B31C-95C8C2DDF841,http://cache.images.globalsportsmedia.com/soccer/players/150x150/102564.png,Azeez,Nigeria,R. Azeez,0,0,Midfielder,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,67.0,NGA
230,22,0,Lagos,Nigeria,1991-09-17T00:00:00.000Z,732B741A-F357-47AC-9B11-79944DA1618B,Uche,,0,184.0,354C906E-0ABB-4408-9D78-6A6FB68539F4,http://cache.images.globalsportsmedia.com/soccer/players/150x150/192679.png,Nwofor,Nigeria,U. Nwofor,0,0,Attacker,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,,NGA
231,32,0,Fort Wayne,United States,1982-05-24T00:00:00.000Z,EB89625B-62E2-4E3C-8A2A-D3253D7E6DDD,DaMarcus,Left,0,173.0,B1DC0E60-24D1-4711-86CC-8D25A41AAAE1,http://cache.images.globalsportsmedia.com/soccer/players/150x150/659.png,Beasley,United States,D. Beasley,0,0,Defender,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,66.0,USA
232,32,0,St. Charles,United States,1981-11-08T00:00:00.000Z,86B7492C-ABA3-49E5-9F8B-E035F713282E,Brad,,0,180.0,71CADCB7-500D-466A-B37A-949F97EB022C,http://cache.images.globalsportsmedia.com/soccer/players/150x150/7302.png,Davis,United States,B. Davis,0,0,Midfielder,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,,USA
233,29,0,Gallarate,Italy,1985-01-25T00:00:00.000Z,CBE9EEA3-C610-48BC-9A47-585E01527456,Marco,Both,0,186.0,7B5CBF9A-EAEF-4E6A-98EA-F27362D1E578,http://cache.images.globalsportsmedia.com/soccer/players/150x150/94345.png,Parolo,Italy,M. Parolo,0,0,Midfielder,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,82.0,ITA
234,30,0,Irkutsk,Russia,1984-02-09T00:00:00.000Z,B4951297-7E4B-4128-B994-596A8009CB09,Andrey,Right,0,175.0,A5BFF45A-BF97-4A4A-81DF-FD3A83697C87,http://cache.images.globalsportsmedia.com/soccer/players/150x150/36870.png,Eshchenko,Russia,A. Eshchenko,0,0,Defender,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,69.0,RUS
235,31,0,Moskva,Russia,1982-06-20T00:00:00.000Z,25E0B278-C949-4906-BBA6-2584E653E518,Vasiliy,Right,0,189.0,006931CE-38B7-4AD6-B6D3-C2E4E3BE8F76,http://cache.images.globalsportsmedia.com/soccer/players/150x150/4534.png,Berezutski,Russia,V. Berezutski,0,0,Defender,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,83.0,RUS
236,27,0,Ulan-Ude,Russia,1987-05-22T00:00:00.000Z,E11C2974-552E-4C9B-8F29-6AD163ACCF59,Vladimir,Left,0,184.0,99121C9F-0720-462A-A65D-BDBB58CFD94D,http://cache.images.globalsportsmedia.com/soccer/players/150x150/6427.png,Granat,Russia,V. Granat,0,0,Defender,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,80.0,RUS
237,24,0,Torre Annunziata,Italy,1990-02-20T00:00:00.000Z,C130E460-7B71-448D-8B97-E172A719C40B,Ciro,Right,0,185.0,ED75DC2B-7F62-434F-B4B1-434FEE1A4E69,http://cache.images.globalsportsmedia.com/soccer/players/150x150/75164.png,Immobile,Italy,C. Immobile,0,0,Attacker,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,78.0,ITA
238,34,0,Melbourne,Australia,1980-02-11T00:00:00.000Z,72F4516D-1230-4B07-BC1F-AD38294E190E,Mark,Right,0,180.0,2379C5BE-7917-494E-B32D-4D0FFA5502FB,http://cache.images.globalsportsmedia.com/soccer/players/150x150/708.png,Bresciano,Australia,M. Bresciano,0,0,Midfielder,16EF7687-2D69-473C-BFE7-B781D67752DC,Player,73.0,AUS
239,27,0,Petrozavodsk,Russia,1986-12-25T00:00:00.000Z,E11C2974-552E-4C9B-8F29-6AD163ACCF59,Aleksey,Right,0,182.0,4B1FB793-1582-47D2-A4F9-B71AC6164828,http://cache.images.globalsportsmedia.com/soccer/players/150x150/27665.png,Kozlov,Russia,A. Kozlov,0,0,Defender,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,75.0,RUS
240,21,0,Benue,Nigeria,1992-12-25T00:00:00.000Z,D0938835-2440-4697-9FC4-EAD147F32C67,Ogenyi Eddy,Both,0,173.0,57D20D24-2036-4D99-87E6-1921DFB035D9,http://cache.images.globalsportsmedia.com/soccer/players/150x150/102546.png,Onazi,Nigeria,O. Onazi,0,0,Midfielder,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,73.0,NGA
241,23,0,Moskva,Russia,1991-04-27T00:00:00.000Z,25E0B278-C949-4906-BBA6-2584E653E518,Georgi,Left,0,178.0,CDD90C9C-64D0-4D3A-B62E-24BFB44C783F,http://cache.images.globalsportsmedia.com/soccer/players/150x150/66752.png,Schennikov,Russia,G. Schennikov,0,0,Defender,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,69.0,RUS
242,25,0,Moskva,Russia,1989-03-24T00:00:00.000Z,6DD20848-7935-4DED-86DC-FDCAAE9E522D,Andrey,Right,0,190.0,07AA200F-ECBA-43B1-ACBE-B4F1769A77C2,http://cache.images.globalsportsmedia.com/soccer/players/150x150/76278.png,Semenov,Russia,A. Semenov,0,0,Defender,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,86.0,RUS
243,27,0,Moskva,Russia,1987-01-22T00:00:00.000Z,A98BDF75-36DE-4C2F-AE76-A00AC08F7FC7,Dmitri,Left,0,181.0,73DC3456-2FC1-4B78-BEF9-B65F52B3C145,http://cache.images.globalsportsmedia.com/soccer/players/150x150/6436.png,Kombarov,Russia,D. Kombarov,0,0,Midfielder,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,69.0,RUS
244,30,0,Tambov,Russia,1983-08-20T00:00:00.000Z,E11C2974-552E-4C9B-8F29-6AD163ACCF59,Yuri,Left,0,185.0,B3E0F306-7451-470E-8811-99E2DC512D53,http://cache.images.globalsportsmedia.com/soccer/players/150x150/4584.png,Zhirkov,Russia,Y. Zhirkov,0,0,Midfielder,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,75.0,RUS
245,21,0,Jos,Nigeria,1992-10-14T00:00:00.000Z,25E0B278-C949-4906-BBA6-2584E653E518,Ahmed,Both,0,170.0,2665F377-F45C-4325-9EAD-4288FF2D5652,http://cache.images.globalsportsmedia.com/soccer/players/150x150/130008.png,Musa,Nigeria,A. Musa,0,0,Attacker,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,62.0,NGA
246,30,0,St. Petersburg,Russia,1984-05-17T00:00:00.000Z,E11C2974-552E-4C9B-8F29-6AD163ACCF59,Igor,Right,0,176.0,43864FE6-E4EA-441B-9DFE-E7D808E44D82,http://cache.images.globalsportsmedia.com/soccer/players/150x150/6868.png,Denisov,Russia,I. Denisov,0,0,Midfielder,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,70.0,RUS
247,31,0,Sao Bernardo,Brazil,1982-08-28T00:00:00.000Z,1E452709-FBD3-46BB-AC5A-1EC4F054715D,Thiago,Left,0,187.0,9AD3C9B7-355B-4AED-9AF7-D4C54B71FB96,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2990.png,Motta,Italy,Thiago Motta,0,0,Midfielder,B61B25AA-CD8E-4778-AC26-DD08D7851990,Player,83.0,BRA
248,28,0,Goalkeeper,Costa Rica,1986-01-08T00:00:00.000Z,9DE939B6-4914-48A0-8454-ED6740AF7846,Daniel Arturo,,0,,8AEA4B0E-60CF-47A0-949A-A3D15F2156E2,http://cache.images.globalsportsmedia.com/soccer/players/150x150/43191.png,Cambronero Solano,Costa Rica,D. Cambronero,0,0,180 cm,F77B348A-D7AE-4534-8ADA-8E52BEE64744,Player,,CRI
249,23,0,Nizhny Tagil,Russia,1990-07-29T00:00:00.000Z,29312C72-4CD9-464C-8BCE-D5D62234D02B,Oleg,Right,0,173.0,0DEF7187-8A82-4628-B7CF-E30DCD5D33B3,http://cache.images.globalsportsmedia.com/soccer/players/150x150/27847.png,Shatov,Russia,O. Shatov,0,0,Midfielder,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,64.0,RUS
250,25,0,Kingisepp,Russia,1989-02-18T00:00:00.000Z,E11C2974-552E-4C9B-8F29-6AD163ACCF59,Aleksey,Both,0,177.0,ABE8F2B2-166E-4BA3-BC01-C627DBAA2964,http://cache.images.globalsportsmedia.com/soccer/players/150x150/6876.png,Ionov,Russia,A. Ionov,0,0,Midfielder,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,68.0,RUS
251,28,0,Nakhodka,Russia,1986-04-22T00:00:00.000Z,29312C72-4CD9-464C-8BCE-D5D62234D02B,Viktor,Right,0,176.0,DDC7E113-AAF8-44AA-8203-E63B7ABD8960,http://cache.images.globalsportsmedia.com/soccer/players/150x150/6793.png,Faizulin,Russia,V. Faizulin,0,0,Midfielder,BBBE6B39-E345-43C7-9E31-A442A866BF60,Player,72.0,RUS
252,27,0,Praia,Cape Verde Islands,1986-11-17T00:00:00.000Z,7D34FC43-AD14-454C-A815-DD8B833C0CF5,Luís Carlos,Both,0,176.0,1DFC9529-5786-410D-A79E-885BAC466705,http://cache.images.globalsportsmedia.com/soccer/players/150x150/4647.png,Almeida da Cunha,Portugal,Nani,0,0,Midfielder,F5280217-C808-4E1D-BB0E-BF4445687EC5,Player,66.0,CPV
